id,nameEng,nameKor,price,aroma,taste,finish,type,capacity,alcohol,country,description
206,Ballantine's 12yo 500ml,발렌타인 12년 500ml,44900,"['잔류액향', '나무향']","['잔류액향', '나무향', '꽃향기']","['잔류액향', '과일향']",블렌디드,500ml,40%,스코틀랜드,"한국인이 가장 사랑하는 스카치 위스키, 발렌타인은 1827년 스코틀랜드에서 시작되었습니다. 최상의 원료와 발렌타인 마스터 블렌더의 블렌딩, 그리고 수제작한 부르 봉 통에서의 에이징이 약 200년 동안 세계적으로 인정 받는 발렌타인 맛의 비밀입니다. '발렌타인 12년'은 부담 없이 마시기 좋은 최고의 스카치 위스키입니다. 스카치 위스키 입문을 위해서라면 가격과 품질 면에서 모두 최고 의 위스키라고 자부할 수 있을 것입니다. 보통의 위스키 용량인 700ml보다 훨씬 넉넉한 1L로 '발렌타인 12년'을 만나보세요."
207,Jameson Black Barrel Hip Flask Package,제임슨 블랙 배럴 힙플라스크 패키지,66000,"['나무향', '와인향']","['과일향', '유황', '곡물향', '나무향']","['잔류액향', '나무향', '유황']",블렌디드,700ml,40%,아일랜드,"부드러운 아이리시 위스키와 강렬한 오크통이 만났 부다. '탄화(Charring)', 고열에 노출되었을 때 고체가 불완전 연소하는 과정입니다. 이 탄화 과정은 오크통을 불로 태 워서 강렬하고 깊은 풍미를 낼 때 사용되곤 하는데요. 한 번 태운 버번 오크통을 한 번 더 태우는 과정을 거친 오크 통, 그리고 3번 증류한 부드러운 아이리시 위스키가 만나 면 과연 위스키가 탄생할까요? '제임슨 블랙 배럴'은 부드럽지만 강렬한 맛을 자랑합니 다. 버터 스카치, 토피 등 달콤한 디저트의 향기가 나며, 스파이시하고 고소한 견과류의 맛, 그리고 부드러운 목 넘김을 자아냅니다. 마지막으로 강렬한 오크의 풍미가 크 리미하게 마무리되죠."
208,Suntory World Whisky Ao,산토리 월드 위스키 아오,150000,['과일향'],[],['잔류액향'],블렌디드,700ml,43%,일본,"'산토리 월드 위스키 아오'는 개성 넘치는 다양한 증류소 의 원액을 일본 장인의 기술로 정성스럽게 블렌딩하여 달 콤하고 화려한 향과 순한 맛, 그리고 따뜻한 피니시로 완 성된 블렌디드 위스키입니다. 일본어로 '파란 색'을 뜻하는 '아오(Ao)'라는 이름에 어울리는 브랜드 컬 러는 이 위스키를 만드는 데 사용된 5개의 위스키 생산지 사이의 대양과 대양의 교차를 기리기 위함입니다. 또한 오각형의 바틀과 일본 서예가 오기노 단세쓰가 쓴 라벨의 캘리그라피는 일본의 장인 정신과 세계의 원주 사이의 융 합을 의미합니다."
209,Hibiki Harmony Limited Edition,히비키 하모니 리미티드 에디션,1000000,['나무향'],"['잔류액향', '과일향', '와인향']",['잔류액향'],블렌디드,700ml,43%,일본,24절기의 꽃을 예술적으로 선보이다 꽃이 피는 봄을 좋아하시나요? 여기 눈과 입으로 봄을 먼 저 맞이할 수 있는 한정판 위스키를 소개해드립니다. '히비키 하모니 리미티드 에디션'은 계절이 순환하는 흐름 을 예술적인 디자인으로 선보입니다. 아름다운 꽃이 펼쳐 진 이 병은 끊임없이 변화하는 24절기의 생명력을 표현 했는데요. 1년을 특별하게 만들어주는 일본의 제철 꽃과 많은 사랑을 받는 꽃을 함께 담았습니다. 24절기의 꽃과 시시각각 변하는 물의 흐름을 보여주고 있죠. 히비키 하모니의 병은 원형이 아니라 24면인 점도 눈여 겨볼 만합니다. 이렇게 특별한 형태의 병은 1989년 히비 키 하모니가 출시했을 때부터 현재까지 이어오고 있는데 요. 하루 24시간인 점과 24절기를 상징해서 병의 형태로 나타냈다고 합니다. 그렇게 계절과 시간의 흐름을 담은 히비키 하모니 리미티드 에디션이 탄생했습니다. 자연의 조화를 예술적으로 선보이는 히비키 하모니 리미티드 에 디션입니다.
210,Hibiki Blossom Harmony Limited Edition 2022,히비키 블로썸 하모니 리미티드 에디션 2022,700000,"['과일향', '꽃향기', '나무향']","['잔류액향', '과일향', '꽃향기']",['잔류액향'],블렌디드,700ml,43%,일본,"히비키 하모니 블로썸 벚꽃은 일본에서 축하를 할 때나 한 해의 시작과 끝을 장 식할 때 빠질 수 없는 꽃입니다. 우리는 꽃이 필 때 삶에 대한 영감과 감사를 느낍니다. 꽃이 만개한 벚꽃 나무 주 위에 모이면 사랑하는 사람들과 더 가까워지듯, '히비키 블로썸 하모니'는 이 즐거운 마음을 담아냈습니다. '히비키 블로썸 하모니'는 인생이 얼마나 소중한지 다시 금 일깨워주고, 우리를 꽃피우게 하는 사람들과 함께 나 누기 위해 탄생하였습니다."
211,Compass Box Hedonism,컴파스 박스 헤도니즘,198000,"['과일향', '나무향']","['과일향', '나무향']","['나무향', '와인향']",블렌디드,700ml,43%,영국,"쾌락주의라는 의미를 가진 '헤도니즘'은 컴퍼스 박스의 이 름을 알린 첫 작품이자 시그니쳐 블렌디드그레인 위스키 입니다. 아메리칸 오크 캐스크 숙성을 통해 완성된 이 위 스키는 매해 이상적인 맛을 내기 위해 다양한 방식의 블 렌딩 레시피를 사용해 만들어집니다. 그레인 위스키로만 이루어져 목넘김이 가볍고 부드러우며, 바닐라, 캐러멜, 잘 익은 과일이 어우러진 풍미와 오크 향이 베어나는 코 코넛 느낌의 피니시가 관능적인 위스키입니다. 2021 World Whiskies Award에서 베스트 스카치 그레인 위 스키를 차지하며 그 맛을 인정받은 제품입니다. 특별한 위스키를 찾는 애호가분들에게 그레인 위스키의 유니크 한 매력을 담은 '헤도니즘'을 강력히 추천드립니다."
212,Compass Box Ultramarine,컴파스 박스 울트라 마린,999000,"['나무향', '피트향']",['과일향'],"['잔류액향', '피트향']",블렌디드,700ml,51%,스코틀랜드,"스카치 위스키는 만들어지는 순간의 미학을 그대로 담은 타임캡슐입니다. 그중에서도 블렌디드 위스키는 싱글 몰 트 위스키보다도 더욱 특정 시기의 트렌드가 명확히 드러 나는데요. 끊임없이 변화하는 스카치 위스키의 세계에서 블렌딩은 그 움직임의 결정체이기 때문입니다. 따라서 1970년대, 80년대, 90년대의 블렌디드 위스키는 현재 버전과는 매우 다릅니다. 그리고 이렇게 흘러간 과거를 잊지 못하는 사람들도 많습니다. 컴파스 박스에선 과거 위스키 불황 시기 팔리지 않고 남겨진 가장 희귀한 싱글 몰트 위스키를 재료로, 이제는 기억 속에만 남은 위대한 블렌디드 위스키의 기억을 재구성하고자 합니다. '컴파스 박스 울트라 마린'은 이러한 목적으로 출시된 4가 지 블렌디드 위스키 시리즈 중 하나입니다. 고급 셰리와 파이프 담배향을 모티브로 하는데요. 쿨일라와 글렌듈란 을 중심으로 한 다양한 고숙성 싱글몰트 위스키에 카메론 브릿지와 거번(Girvan Distillery)에서 만든 최고의 그레 인 위스키를 블렌딩해 만들어집니다. 타의 추종을 불허하 는 압도적 풍미를 가진 하이엔드 블렌디드 위스키, '컴파 스 박스 울트라 마린'으로 블렌딩의 예술성을 느껴 보세 요."
213,White Heather 15yo,화이트 헤더 15년,145800,"['잔류액향', '곡물향', '과일향', '와인향', '피트향', '꽃향기']","['잔류액향', '나무향', '곡물향', '과일향', '와인향', '꽃향기']","['잔류액향', '피트향']",블렌디드,700ml,46%,스코틀랜드,"빌리 워커의 연륜이 녹아든 위스키 화이트 헤더 15년 글렌알라키의 마스터 디스틸러인 빌리 워커는 블렌디드 스카치 위스키 '화이트 헤더 21년'에 이어 '화이트 헤더 15년'을 새롭게 선보입니다. 약 50년 전, 빌리 워커는 블렌디드 위스키를 만드는 팀에 있었습니다. 스코틀랜드의 넓은 지역에서 최고의 싱글 몰 트와 몰트 위스키를 구해 블렌딩하며 경험을 쌓았습니다. 그 반세기 동안의 경험을 바탕으로 글렌알라키 증류소에 서 새롭게 블렌디드 위스키를 만들었습니다. 빌리 워커는 '디테일'을 우선시하며 몰트 원액의 함량이 높은 레시피를 만들었고, 결국 최고의 품질을 이끌어냈습니다. 그의 경 험과 연륜이 녹아든 위스키가 바로 '화이트 헤더 15년입니다."
214,Black Bottle Smoke & Dagger Alchemy Series,블랙 보틀 스모크 앤 대거 알케미 시리즈,57000,"['유황', '피트향']","['나무향', '피트향']","['잔류액향', '나무향', '피트향']",블렌디드,700ml,46.3%,스코틀랜드,"맛과 정신을 나타내는 검은색 병(Black Bottle) 1879년, 세 명의 그레이엄 형제(Charles, David, Gordon Graham)는 스코틀랜드 북동쪽 항구 에버딘셔 (Aberdeenshire)로 떠납니다. 그들은 먼저 차(tea)의 블렌더로서 빠르게 명성을 얻었고 곧이어 위스키에 관심 을 가지기 시작했습니다. 처음엔 가족과 친구들에게 맛있 는 위스키를 선사하고자 한 것이었으나, 그들이 만든 '블 랙 보틀'은 곧이어 그 지역과 대중들에게까지 사랑받게 되 었습니다. 당시 스코틀랜드에는 이미 수많은 위스키가 공급되고 있 었기에 그레이엄 형제는 그 사이에서 차별점을 찾고자 했 습니다. 그 결과 '블랙 보틀'의 독특한 풍미에 완벽하게 어 울리면서도 용감하고 타협하지 않는 느낌을 줄 수 있는 검은색 유리병을 찾았고, 그 디자인과 이름은 곧 그들 자 체를 상징하게 되었습니다. 스코틀랜드의 유구한 역사를 담은 검은색 병 속 풍미를 느끼고 싶다면 '블랙 보틀'이 괜 찮은 선택지일 수 있습니다."
215,Black Bottle Andean Oak Alchemy Series,블랙 보틀 안단 오크 알케미 시리즈,57000,"['잔류액향', '나무향', '곡물향', '과일향', '피트향']","['과일향', '꽃향기', '나무향']","['과일향', '피트향']",블렌디드,700ml,46.3%,스코틀랜드,"맛과 정신을 나타내는 검은색 병(Black Bottle) 1879년, 세 명의 그레이엄 형제(Charles, David, Gordon Graham)는 스코틀랜드 북동쪽 항구 에버딘셔 (Aberdeenshire)로 떠납니다. 그들은 먼저 차(tea)의 블렌더로서 빠르게 명성을 얻었고 곧이어 위스키에 관심 을 가지기 시작했습니다. 처음엔 가족과 친구들에게 맛있 는 위스키를 선사하고자 한 것이었으나, 그들이 만든 '블 랙 보틀'은 곧이어 그 지역과 대중들에게까지 사랑받게 되 었습니다. 당시 스코틀랜드에는 이미 수많은 위스키가 공급되고 있 었기에 그레이엄 형제는 그 사이에서 차별점을 찾고자 했 습니다. 그 결과 '블랙 보틀'의 독특한 풍미에 완벽하게 어 울리면서도 용감하고 타협하지 않는 느낌을 줄 수 있는 검은색 유리병을 찾았고, 그 디자인과 이름은 곧 그들 자 체를 상징하게 되었습니다. 스코틀랜드의 유구한 역사를 담은 검은색 병 속 풍미를 느끼고 싶다면 '블랙 보틀'이 괜 찮은 선택지일 수 있습니다."
216,1792 Full Proof,1792 풀 프루프,270000,['나무향'],"['유황', '피트향']","['잔류액향', '과일향', '피트향']",버번/라이,750ml,62.5%,미국,"1792년 켄터키 주가 미국 연방에 편입된 해를 기념하기 위해 만들어진 1792 풀 프루프. 이 위스키는 뛰어난 맛과 품질 이 외에도 특별한 점이 하나 있습니다. 바로 위스키 원액이 오크 통으로 들어갈 때부터 125 Proof(62.5%)의 도수를 유지했 다는 사실인데요. 오크통에서 그대로 꺼낸 뒤 냉각 여과를 거 치지 않고 마무리하여 깊고 진한 풍미를 갖췄습니다. 2020년 짐 머레이의 <위스키 바이블>에서 세계 올해의 위 스키로 선정되었을 뿐만 아니라, 2021년 San Francisco World Spirits Competition에서 금메달을 받은 1792 풀 프루프. 높은 도수의 프리미엄 버번 위스키가 궁금하다면 1792 풀 프루프는 좋은 선택이 될 거예요."
217,Elijah Craig Small Batch Barrel Proof,일라이저 크레이그 스몰 배치 배럴 프루프,450000,"['나무향', '피트향', '유황', '꽃향기']","['나무향', '곡물향', '유황', '꽃향기']","['나무향', '와인향']",버번/라이,700ml,60.1%,미국,"버번 위스키를 만들기 위해서는 옥수수 51%를 사용해야 하 며, 불에 태운 새 오크통을 사용해야 한다는 규정 아시죠. 여 기서 오크통에 관한 규정을 누가 정했는지 들어보셨나요? 일 라이저 크레이그(Elijah Craig)는 버번의 아버지라고 불리 는 사람이었습니다. 그는 버번 숙성에 사용되는 오크 배럴 탄 화(Charring)의 개척자로, 불에 태운 배럴에서 위스키를 숙 성시킨 최초의 디스틸러였는데요. 이러한 과정을 통해 투명 하고 숙성되지 않은 위스키 원액이 부드러운 풍미와 강렬한 호박빛 위스키로 탈바꿈하게 됩니다."
218,Jack Daniel's Single Barrel Barrel Proof,잭 다니엘스 싱글배럴 배럴 프루프,450000,"['과일향', '피트향', '나무향']","['과일향', '유황', '곡물향']","['나무향', '꽃향기']",버번/라이,700ml,65.5~70%,미국,"'잭 다니엘스 싱글 배럴 배럴 프루프'는 물을 넣어 도수를 조 절하지 않은 배럴 프루프로, 잭 다니엘스의 정수를 담고 있는 희귀한 제품입니다. 더욱 강렬하고 진득한 바닐라, 흑설탕, 캐러멜, 토스티드 오크로 특징 지어지는 잭 다니엘스 위스키 본연의 맛을 그대로 보여준답니다. 125에서 140 Proof, 즉, 62.5% 도수와 70% 도수 사이로 병입되었습니다. 잭 다니엘스의 첫 번째 캐스크 스트렝스 위스키를 지금 바로 만나보 세요."
219,Elijah Craig Toasted Barrel,일라이저 크레이그 토스티드 배럴,250000,['나무향'],"['잔류액향', '와인향', '피트향']",['잔류액향'],버번/라이,700ml,47%,미국,"'일라이저 크레이그 토스티드 배럴'은 새 오크배럴의 달콤한 뉘앙스를 살린 버번 위스키입니다. 숙성된 위스키를 새 오크 배럴에서 다시 한번 숙성해 복합적인 풍미를 더했으며, 두 번 째 숙성 시 사용되는 배럴은 일반적으로 사용되는 배럴 (Charred Barrel)보다 부드럽게 토스팅해 달콤한 뉘앙스를 강조한 위스키입니다."
